ID,Posted_date,Job Title from List,Job Title,Job Type,Company,Country,Location,Hard Skills,Soft Skills,Languages,Salary Info,Source
288,01/23/2025,unknown,Data Analyst,Work,InFinBank,Uzbekistan,Tashkent,"Excel, Jupyter, Jupyter Notebook, NumPy, Pandas, Power BI, Python, SQL, Superset, Tableau",,,,hh.uz
289,01/24/2025,unknown,CTO/TechLead of the BackOffice stream,Work,CLICK,Uzbekistan,Tashkent,"Grafana, Prometheus","Leadership, Communication, Collaboration, Problem-Solving, Strategic Thinking, Negotiation",,,hh.uz
290,01/28/2025,unknown,Sales Analyst,Work,ANCOR Uzbekistan,Uzbekistan,Tashkent,"Excel, PowerPoint, SQL","Analytical Thinking, Problem-Solving, Leadership, Communication","Russian C2, Uzbek B2",,hh.uz
291,01/22/2025,unknown,Data analytics,Work,COSCOM TM Ucell,Uzbekistan,Tashkent,"Oracle, Power BI, SQL","Problem-Solving, Analytical Thinking","English, Russian fluent, Uzbek fluent",,hh.uz
292,01/16/2025,unknown,Project manager,Work,IMAN CAPITAL LTD,Uzbekistan,Tashkent,N/A,"Problem-Solving, Communication, Teamwork, Adaptability","English C1, Russian C2, Uzbek C2",,hh.uz
293,01/29/2025,unknown,Business Analyst in BNPL project,Work,Variant Retail Finance,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving, Communication, Teamwork, Adaptability","Russian C2, Uzbek",25000000.0,hh.uz
294,02/01/2025,unknown,Graphic designer,Work,Grand Invest,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, Figma","Problem-Solving, Creative Thinking, Analytical Thinking, Communication, Negotiation","Russian C1, Uzbek C1",6500000.0,hh.uz
295,01/21/2025,unknown,HR Analyst,Work,GROUP-IB TSHK,Uzbekistan,Tashkent,"Excel, Looker, Power BI, Tableau","Analytical Thinking, Problem-Solving, Communication, Leadership",English B2,,hh.uz
296,01/15/2025,unknown,System administrator,Work,«MY FREIGHTER» LLC,Uzbekistan,Tashkent,"Azure, Python, SQL, Windows Server","Problem-Solving, Teamwork, Adaptability",,,hh.uz
297,02/03/2025,unknown,Project manager,Work,OCTO,Uzbekistan,Tashkent,"Confluence, JIRA, Notion","Leadership, Analytical skills, Problem-solving, Communication, Adaptability, Teamwork",,,hh.uz
298,02/02/2025,unknown,Junior IT Project manager,Work,Amedia Online Group,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving, Leadership",Uzbek,7000000.0,hh.uz
299,01/22/2025,unknown,Customer Monitoring and Quality Control Specialist,Work,TBC,Uzbekistan,Tashkent,JIRA,"Decision-making, Teamwork, Adaptability","English, Russian C1, Uzbek C2",,hh.uz
300,01/06/2025,unknown,Social Media Support Specialist,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Jizzakh,N/A,"Problem-Solving, Communication, Teamwork, Adaptability, Self-Motivation","Russian C1, Uzbek C1",,hh.uz
301,01/22/2025,unknown,Customer Monitoring and Quality Control Specialist,Work,TBC,Uzbekistan,Tashkent,JIRA,"Decision-making, Teamwork","English, Russian C1, Uzbek C2",,hh.uz
302,01/29/2025,unknown,Retail GTM Manager at HONOR Uzbekistan,Work,Honor,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving","English, Chinese",,hh.uz
303,01/14/2025,unknown,Java developer,Work,AKB Tenge Bank,Uzbekistan,Tashkent,"Apache, Apache Kafka, Docker, Grafana, Java, Kubernetes, Oracle, PostgreSQL, Prometheus, RabbitMQ, SQL, Spring","Teamwork, Adaptability","English B1, Russian C2",,hh.uz
304,02/03/2025,unknown,Business analytics,Work,Mikro Leasing,Uzbekistan,Tashkent,N/A,"Problem-Solving, Analytical Thinking, Communication, Adaptability, Self-Motivation",Uzbek,10000000.0,hh.uz
305,01/31/2025,unknown,Director of Information Security Department CISO,Work,Octobank,Uzbekistan,Tashkent,N/A,,,,hh.uz
306,01/15/2025,unknown,Graphic designer Artist,Work,Tehnologicheskij park programmnyh produktov i informatsionnyh tehnologij,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, Blender, CorelDRAW","Creative Thinking, Adaptability, Problem-Solving","English B2, Russian C1",,hh.uz
307,01/10/2025,unknown,Information Security Engineer,Work,LIDER TEAM,Uzbekistan,Tashkent,N/A,,"English C1, Russian C1, Uzbek C1",25000000.0,hh.uz
308,01/22/2025,unknown,Junior Cybersecurity Consultant,Work,«KPMG AUDIT»,Uzbekistan,Tashkent,N/A,"Communication, Teamwork, Adaptability","English, Russian, Uzbek",,hh.uz
309,01/14/2025,unknown,PHP programmer,Work,APOINT,Uzbekistan,Tashkent,"Docker, Git, GitHub, Laravel, MongoDB, MySQL, Nginx, PHP, PostgreSQL, RabbitMQ",,,11500000.0,hh.uz
310,01/24/2025,unknown,Graphic designer,Work,UCMG ( ARCA GROUP),Uzbekistan,Tashkent,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Figma","Teamwork, Creativity, Attention to detail",Russian C2,,hh.uz
311,01/20/2025,unknown,Electronics Engineer/Microcontroller Software Engineer/Embedded Programmer,Work,FORTEK,Uzbekistan,Tashkent,"Eclipse, Git","Adaptability, Teamwork","English B2, Russian C2",,hh.uz
312,01/10/2025,unknown,Programmer - Developer,Work,ASVAD LOGISTIC,Uzbekistan,Tashkent,"SAP, SQL",,Uzbek,,hh.uz
313,01/14/2025,unknown,Project Manager,Work,LAJFSTRIM,Uzbekistan,Tashkent,N/A,,,,hh.uz
314,01/15/2025,unknown,Business analytics,Work,AKB Agrobank,Uzbekistan,Tashkent,"Excel, Power BI, SQL","Analytical Thinking, Problem-Solving, Communication, Negotiation, Teamwork",Uzbek,,hh.uz
315,01/15/2025,unknown,1C Junior Programmer,Work,Pervyj Bit,Uzbekistan,Tashkent,"Git, JIRA, SQL","Teamwork, Problem-Solving",,26000000.0,hh.uz
316,01/10/2025,unknown,1C programmer,Work,SP SOFIZAR,Uzbekistan,Tashkent,N/A,"Problem-Solving, Teamwork, Communication, Adaptability, Self-Motivation","Russian, Uzbek",12000000.0,hh.uz
317,01/13/2025,unknown,Backend Python Development Expert,Work,UNITEL LLC,Uzbekistan,Tashkent,"FastAPI, Python, SQL","Independence, Teamwork, Problem-Solving, Mentoring","English B2, Russian C2",,hh.uz
318,02/02/2025,unknown,Network Engineer,Work,KOSMIK MONITORING VA GEOAXBOROT TEXNOLOGIYALARI MARKAZI,Uzbekistan,Tashkent,Linux,"Problem-Solving, Teamwork","English, Uzbek",,hh.uz
319,01/20/2025,unknown,Junior Project Manager,Work,NURA-HIGH-TECHNOLOGIES,Uzbekistan,Tashkent,"Excel, PowerPoint, Word","Communication, Teamwork, Adaptability, Self-Motivation",,,hh.uz
320,01/17/2025,unknown,Consultant for implementation and support of ERP systems,Work,AKFA BUILDING MATERIALS. IT i SAP,Uzbekistan,Tashkent,N/A,,,35000000.0,hh.uz
321,01/20/2025,unknown,Product Manager,Work,Kärcher,Uzbekistan,Tashkent,"Excel, PowerPoint","Communication, Analytical skills, Strategic Thinking, Customer-Centricity, Adaptability, Focus on Performance and Results","English Proficient, German",,hh.uz
322,01/09/2025,unknown,Project Manager Oromgohlar.uz,Work,SOG'LOMLASHTIRISHNI TASHKIL ETISH DEPARTAMENTI,Uzbekistan,Tashkent,Canva,"Communication, Problem-Solving, Adaptability, Creativity, Teamwork","English C1, Russian C2, Uzbek C2",15000000.0,hh.uz
323,01/16/2025,unknown,Support specialist at Yandex.Taxi with knowledge of Uzbek and Russian languages,Work,Jandeks,Uzbekistan,Tashkent,N/A,"Teamwork, Problem-Solving, Adaptability, Communication, Negotiation","Russian C1, Uzbek C2",,hh.uz
324,02/01/2025,unknown,Website Developer / WordPress Developer,Work,Korrektsionnyj fitnes,Uzbekistan,Tashkent,Bitrix,,,6500000.0,hh.uz
325,01/14/2025,unknown,Creative designer,Work,CENTRAL ASIAN UNIVERSITY,Uzbekistan,Tashkent,"Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, CSS, CorelDRAW","Communication, Teamwork, Adaptability, Creative Thinking, Problem-Solving","English B2, Russian C1, Uzbek B2",,hh.uz
326,01/09/2025,unknown,International Project Manager / Sales Representative of Foreign Companies,Intern,Bi Eks Dzhi,Uzbekistan,Tashkent,"Excel, PowerPoint, Word","Negotiation, Communication, Teamwork, Responsibility","Russian, Uzbek",6500000.0,hh.uz
327,02/01/2025,unknown,"Customer Service Representative English, Russian/Ukrainian language",Work,U Trust Insurance Agency LLC,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving, Adaptability, Self-Motivation",Russian,13650000.0,hh.uz
328,01/13/2025,unknown,Product Manager,Work,A GROUP MOTORS,Uzbekistan,Tashkent,"Asana, Google Analytics","Problem-Solving, Leadership, Communication, Adaptability, Negotiation","Russian, Uzbek",25000000.0,hh.uz
329,01/06/2025,unknown,Systems Engineer in the Routing Switching direction,Work,Winncom Technologies CA,Uzbekistan,Tashkent,Linux,"Communication, Negotiation, Problem-Solving",English fluent,,hh.uz
330,01/16/2025,unknown,Support specialist at Yandex.Taxi with knowledge of Uzbek and Russian languages,Work,Jandeks,Uzbekistan,Tashkent,N/A,"Teamwork, Problem-Solving, Adaptability, Communication, Negotiation","Russian C1, Uzbek C2",,hh.uz
331,01/10/2025,unknown,Programmer,Work,Ahangarantsement,Uzbekistan,Tashkent,N/A,"Teamwork, Adaptability",Russian,,hh.uz
332,01/23/2025,unknown,3D animator,Work,BIT PRO,Uzbekistan,Tashkent,Blender,Teamwork,,15600000.0,hh.uz
333,01/23/2025,unknown,Spare Parts Analyst Specialist,Work,Toyota Uzbekistan (Summit Motors Central Asia),Uzbekistan,Tashkent,"Excel, Word","Analytical thinking, Problem solving, Decision making, Customer focus, Teamwork","English B2, Russian C2, Uzbek",,hh.uz
334,01/16/2025,unknown,Marketing analyst,Work,SamAvto,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving","English, Russian, Uzbek",,hh.uz
335,01/06/2025,unknown,Social Media Support Specialist,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Fergana,N/A,"Teamwork, Communication, Problem-Solving, Adaptability, Self-Motivation","Russian C1, Uzbek C1",,hh.uz
336,02/02/2025,unknown,Graphic designer,Work,AKFA MEDLINE,Uzbekistan,Tashkent,"Adobe Photoshop, Figma, Unity","Creativity, Attention to detail, Adaptability",,4000000.0,hh.uz
337,01/15/2025,unknown,Technical Support Specialist,Work,LINKTRADE,Uzbekistan,Tashkent,N/A,"Communication,  Responsibility, Stress resistance, Initiative, Organization, Purposefulness, Analytical thinking, Teamwork","Russian, Uzbek",4000000.0,hh.uz
338,01/31/2025,unknown,Business Analyst E-Commerce,Work,Itransition,Uzbekistan,Tashkent,"Confluence, JIRA","Communication, Leadership, Proactiveness",English B2,,hh.uz
339,02/01/2025,unknown,Veterinary Technical Support Manager,Work,TOO Staff-UP Consulting Group,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving, Adaptability",,9100000.0,hh.uz
340,01/13/2025,unknown,Intern Test Engineer,Intern,Jandeks,Uzbekistan,Tashkent,"SQL, Wireshark","Critical Thinking, Self-Motivation","English, Russian, Uzbek",,hh.uz
341,02/02/2025,unknown,Information Technology Specialist,Work,SP REKA-MED FARM,Uzbekistan,Tashkent,Windows Server,"Teamwork, Problem-Solving, Adaptability","English, Russian",,hh.uz
342,01/27/2025,unknown,Senior Product Manager,Work,TBC,Uzbekistan,Tashkent,N/A,,,,hh.uz
343,01/24/2025,unknown,Project Manager,Work,Audiotele,Uzbekistan,Tashkent,N/A,,,10000000.0,hh.uz
344,01/31/2025,unknown,Senior PHP Developer Backend for Mobile Banking Application,Work,Mikrokreditbank,Uzbekistan,Tashkent,"AWS, Docker, Firebase, Git, Grafana, Kubernetes, Lambda, Laravel, Linux, MongoDB, MySQL, PHP, PostgreSQL, Prometheus, Python, RabbitMQ, SQL",,,,hh.uz
345,01/07/2025,unknown,Full-Stack JavaScript Developer,Work,WATCHDOG,Uzbekistan,Tashkent,"AWS, Docker, Git, JavaScript, Node.js, PostgreSQL, RabbitMQ","Teamwork, Adaptability, Problem-Solving",English,32500000.0,hh.uz
346,01/22/2025,unknown,Business analytics,Work,Fido-Biznes,Uzbekistan,Tashkent,"Confluence, SQL","Analytical Thinking, Problem-Solving, Communication, Teamwork","Russian C1, Uzbek B2",,hh.uz
347,02/02/2025,unknown,Graphic designer,Work,AKFA MEDLINE,Uzbekistan,Tashkent,"Adobe Photoshop, Figma, Unity","Creativity, Attention to detail, Adaptability",,4000000.0,hh.uz
348,02/01/2025,unknown,Graphic/Motion Designer,Work,TASTY POINT «Gosht Group»,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Figma","Creative Thinking, Teamwork, Organization",,,hh.uz
349,01/22/2025,unknown,Project Manager for 1C implementation Kingdom of Saudi Arabia,Work,Pervyj Bit,Uzbekistan,Tashkent,N/A,"Problem-Solving, Communication",English C1,,hh.uz
350,01/31/2025,unknown,Designer,Work,KLEOS,Uzbekistan,Tashkent,"Adobe Photoshop, Adobe XD, CSS, Figma, Midjourney","Creativity, Teamwork, Adaptability",Russian C2,5200000.0,hh.uz
351,01/10/2025,unknown,3D Designer-Visualizer,Work,Displej Art,Uzbekistan,Tashkent,N/A,"Teamwork, Self-Motivation","Russian, Uzbek",8125000.0,hh.uz
352,01/12/2025,unknown,Graphic designer,Work,Result School,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Figma","Creative Thinking, Teamwork, Adaptability",,7000000.0,hh.uz
353,01/13/2025,unknown,System analyst,Work,OCTO,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving, Communication",,,hh.uz
354,01/15/2025,unknown,Java Developer Middle/Senior,Work,SMART BANK,Uzbekistan,Tashkent,"Apache, Docker, Git, Java, Maven, Oracle, PostgreSQL, RabbitMQ, Spring",Teamwork,Uzbek,30000000.0,hh.uz
355,01/24/2025,unknown,"Business Analyst fintech, internal processes",Intern,IMAN CAPITAL LTD,Uzbekistan,Tashkent,"Power BI, SQL","Problem-Solving, Communication, Negotiation, Teamwork, Adaptability","English C1, Russian C2",,hh.uz
356,01/28/2025,unknown,Support specialist at Yandex.Taxi with knowledge of English and Russian languages,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Karakalpakstan,N/A,"Problem-Solving, Teamwork, Adaptability, Self-Motivation","English B2, Russian C1",,hh.uz
357,01/31/2025,unknown,Unity Programmer,Work,Lesta Igry,Uzbekistan,Tashkent,Unity,,Russian C2,,hh.uz
358,01/31/2025,unknown,Technical support specialist,Work,ZETTA GROUP,Uzbekistan,Tashkent,N/A,,"Russian, Uzbek",6000000.0,hh.uz
359,02/01/2025,unknown,Technical Support Specialist,Work,NET TELEVISION,Uzbekistan,Tashkent,N/A,"Analytical mind, Teamwork, Responsibility","Russian C1, Uzbek C1",5650000.0,hh.uz
360,01/09/2025,unknown,Oracle DBA,Work,Agat Credit (OOO MicroFin),Uzbekistan,Tashkent,"Linux, Oracle, SQL",,,,hh.uz
361,01/16/2025,unknown,Node.js Developer,Work,Noveo,Uzbekistan,Tashkent,"Docker, Node.js, PostgreSQL, React, TypeScript","Communication, Proactivity, Autonomy","English, Russian, Uzbek, French",,hh.uz
362,01/10/2025,unknown,Support specialist at Yandex.Taxi with knowledge of Uzbek and Russian languages,Work,Jandeks,Uzbekistan,Namangan,N/A,"Teamwork, Problem-Solving, Adaptability, Communication, Negotiation","Russian C1, Uzbek C2",,hh.uz
363,01/22/2025,unknown,IT Project Manager,Work,PAYNET,Uzbekistan,Tashkent,"Confluence, JIRA, Unity","Teamwork, Communication, Leadership, Problem-Solving, Adaptability","Russian, Uzbek",,hh.uz
364,01/10/2025,unknown,IOS developer,Work,Octobank,Uzbekistan,Tashkent,"Swift, SwiftUI",,,,hh.uz
365,02/02/2025,unknown,Middle QA Engineer,Work,a1qa ( ITRANSITION),Uzbekistan,Tashkent,"JIRA, Swagger","Leadership, Problem-Solving, Adaptability",English B2,,hh.uz
366,01/20/2025,unknown,Android Developer,Work,Alif Uzbekistan,Uzbekistan,Tashkent,"Android SDK, Kotlin, Retrofit","Adaptability, Teamwork, Self-Motivation","English native, Russian, Uzbek",,hh.uz
367,01/18/2025,unknown,Technical writer,Work,UZINFOCOM,Uzbekistan,Tashkent,"Confluence, JIRA","Communication, Problem-Solving, Adaptability, Teamwork","English, Russian, Uzbek",,hh.uz
368,01/31/2025,unknown,UI/UX Designer,Work,Lesta Igry,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, Assembly, Figma","Teamwork, Adaptability",Russian C2,,hh.uz
369,01/13/2025,unknown,Data Analyst,Work,HamkorBank,Uzbekistan,Samarkand,"Airflow, Apache, Apache Airflow, ClickHouse, Hadoop, Oracle, PostgreSQL, Python, Qlik Sense, SQL, Spark, Superset, Tableau","Communication, Problem-Solving, Analytical Thinking",Uzbek,,hh.uz
370,02/02/2025,unknown,Lead Golang Developer,Work,Fedorova Tat'jana,Uzbekistan,Tashkent,"Apache, Apache Kafka, ClickHouse, Combine, ElasticSearch, GitHub, GitHub Actions, Golang, Grafana, PostgreSQL, Prometheus","Leadership, Problem-Solving, Teamwork","English B2, Russian C1",55250000.0,hh.uz
371,01/22/2025,unknown,Lead UI/UX designer,Work,SAMSTAR LLC,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, Adobe XD, Figma","Creative Thinking, Teamwork, Adaptability",English,11050000.0,hh.uz
372,01/08/2025,unknown,Data Analyst,Work,AKB Tenge Bank,Uzbekistan,Tashkent,"NumPy, Pandas, Python, SQL","Analytical Thinking, Problem-Solving, Teamwork, Adaptability, Self-Motivation, Attention to detail","English B1, Russian C2, Uzbek",,hh.uz
373,01/27/2025,unknown,Business analytics,Work,UCMG ( ARCA GROUP),Uzbekistan,Tashkent,"Excel, SQL","Analytical Thinking, Problem-Solving, Communication, Teamwork, Leadership","English, Russian, Uzbek",,hh.uz
374,01/28/2025,unknown,IT project manager,Work,COSCOM TM Ucell,Uzbekistan,Tashkent,N/A,"Leadership, Problem-Solving, Analytical Thinking, Teamwork",,,hh.uz
375,01/28/2025,unknown,Date engineer,Work,UNITEL LLC,Uzbekistan,Tashkent,"Airflow, Docker, Git, Hadoop, Kubernetes, Python, SQL, Scala, Spark",,,,hh.uz
376,01/10/2025,unknown,Support specialist at Yandex.Taxi with knowledge of Uzbek and Russian languages,Work,Jandeks,Uzbekistan,Tashkent,N/A,"Teamwork, Problem-Solving, Adaptability, Communication, Negotiation","Russian C1, Uzbek C2",,hh.uz
377,01/09/2025,unknown,Project Manager,Work,KATANA NETWORKS,Uzbekistan,Tashkent,N/A,"Negotiation, Problem-Solving, Teamwork, Team Management",,,hh.uz
378,01/28/2025,unknown,Call center operator,Work,Green White Solutions,Uzbekistan,Tashkent,N/A,"Communication skills, Patience and understanding, Stress resistance, Discipline, Teamwork","English A1, Russian C2, Uzbek C2",5850000.0,hh.uz
379,01/16/2025,unknown,Product Manager SKS,Work,MUK Computers,Uzbekistan,Tashkent,N/A,"Negotiating, Communication, Business correspondence, Business communication","English B2, Russian C2, Uzbek",,hh.uz
380,01/27/2025,unknown,DevOps Engineer,Work,PAYNET,Uzbekistan,Tashkent,"Docker, Graylog, Jenkins, Kubernetes, MongoDB, MySQL, Oracle, Podman, PostgreSQL, Prometheus, Unity","Teamwork, Adaptability, Self-Motivation",Uzbek,,hh.uz
381,02/03/2025,unknown,Business analytics,Work,YANGI BANK,Uzbekistan,Tashkent,PowerPoint,"Teamwork, Adaptability","Russian, Uzbek",,hh.uz
382,01/25/2025,unknown,PHP Back-end Developer Middle/Senior,Work,AKB Agrobank,Uzbekistan,Tashkent,"Bitrix, Confluence, Git, Golang, JIRA, JavaScript, Laravel, MySQL, Oracle, PHP, PostgreSQL, SQL","Teamwork, Adaptability, Multitasking","English B1, Russian C1, Uzbek C2",23000000.0,hh.uz
383,01/20/2025,unknown,Senior Analyst,Work,ERGO ANALYTICS,Uzbekistan,Tashkent,"Excel, PowerPoint, Word","Communication, Creativity, Analytical Thinking, Problem-Solving, Teamwork, Adaptability, Self-Motivation","English, Uzbek",10000000.0,hh.uz
384,01/07/2025,unknown,Senior Product Owner AI project,Work,SMART BANK,Uzbekistan,Tashkent,JIRA,"Communication, Problem-Solving, Leadership, Teamwork, Adaptability","English B2, Russian B2, Uzbek",39000000.0,hh.uz
385,01/13/2025,unknown,"Technical Support Specialist, 2nd Line",Work,HamkorBank,Uzbekistan,Tashkent,"Confluence, Firebase, Grafana, JIRA, Linux, SQL","Problem-Solving, Communication, Teamwork, Adaptability, Creative Thinking",Uzbek,,hh.uz
386,01/31/2025,unknown,System Analyst,Work,UNITEL LLC,Uzbekistan,Tashkent,"RabbitMQ, SQL","Leadership, Problem-Solving, Teamwork, Communication, Adaptability, Negotiation",,,hh.uz
387,02/02/2025,unknown,Support Specialist,Work,Ellektus,Uzbekistan,Tashkent,N/A,"Communication skills, Teamwork, Problem-Solving, Negotiation","Russian, Uzbek",,hh.uz
388,01/09/2025,unknown,Graphic designer,Work,AN VITALIY SERGEYEVICH,Uzbekistan,Tashkent,N/A,,,10000000.0,hh.uz
389,01/12/2025,unknown,Information Security Specialist,Work,TBC,Uzbekistan,Tashkent,N/A,,English,,hh.uz
390,01/25/2025,unknown,Senior backend developer Go Lang,Work,GEEDBRO,Uzbekistan,Tashkent,"AWS, Ansible, Azure, Cassandra, CircleCI, GCP, GitLab CI/CD, Golang, Grafana, Helm, Java, Jenkins, Kubernetes, MongoDB, PostgreSQL, Prometheus, Python, RabbitMQ, Rust, SQL, Terraform","Technical Leadership, Problem-Solving, Mentorship, Communication",,40000000.0,hh.uz
391,01/06/2025,unknown,Leading software specialist of the automated banking system operation department of the DIT,Work,Natsional'nyj bank vneshneekonomicheskoj dejatel'nosti Respubliki Uzbekistana,Uzbekistan,Tashkent,N/A,"Problem-Solving, Teamwork",Uzbek,,hh.uz
392,01/14/2025,unknown,Technical support 2 lines,Work,OCTO,Uzbekistan,Tashkent,"Bash, Grafana, MySQL, SQL","Problem-Solving, Analytical Thinking","English, Russian, Uzbek",,hh.uz
393,01/22/2025,unknown,Network Engineer,Work,SP IST TELEKOM,Uzbekistan,Tashkent,"AWS, Azure, Bash, Docker, GCP, Grafana, Kubernetes, Nagios, Python","Analytical thinking, Problem-solving, Communication, Leadership, Teamwork","English B2, Russian B2",,hh.uz
394,01/27/2025,unknown,Technical Support MX,Work,Samsung Electronics Uzbekistan,Uzbekistan,Tashkent,Excel,Communication,"English, Russian, Uzbek",,hh.uz
395,01/22/2025,unknown,Middle Java backend developer,Work,UNITEL LLC,Uzbekistan,Tashkent,"Docker, Gradle, JUnit, Java, Maven, PostgreSQL, RabbitMQ, Spring",,"English C1, Russian C2",,hh.uz
396,01/16/2025,unknown,Product Manager NetApp,Work,MUK Computers,Uzbekistan,Tashkent,N/A,,"English, Russian C2",,hh.uz
397,01/14/2025,unknown,Senior Python Developer,Work,Kash APP,Uzbekistan,Tashkent,"Bash, Django, Docker, FastAPI, Git, MongoDB, PostgreSQL, RabbitMQ, SQL","Teamwork, Proactivity","Russian C1, Uzbek",,hh.uz
398,01/18/2025,unknown,Node Java script developer,Work,LOIALTE,Uzbekistan,Tashkent,"Git, JIRA, JavaScript, Node.js","Problem-solving, Communication, Teamwork",English C1,,hh.uz
399,01/21/2025,unknown,Middle Frontend Angular Developer,Work,Green White Solutions,Uzbekistan,Tashkent,"Angular, CSS, Git, Tailwind CSS, TypeScript","Problem-Solving, Teamwork, Leadership, Communication",,22750000.0,hh.uz
400,01/28/2025,unknown,"Engineer, Product and Service Management Department",Work,COSCOM TM Ucell,Uzbekistan,Tashkent,N/A,"Problem-Solving, Teamwork",English,,hh.uz
401,01/29/2025,unknown,BI-analytics,Work,Variant Retail Finance,Uzbekistan,Tashkent,"Airflow, Apache, Apache Airflow, Confluence, JIRA, Power BI, Qlik Sense, SQL",,"Russian C2, Uzbek",,hh.uz
402,01/24/2025,unknown,Product Manager Youth segment,Work,PAYME,Uzbekistan,Tashkent,N/A,"Problem-Solving, Teamwork, Adaptability","English, Uzbek",,hh.uz
403,02/03/2025,unknown,QA Engineer,Work,OCTO,Uzbekistan,Tashkent,"Insomnia, JIRA, Java, MySQL, Oracle, PostgreSQL, Python, SQL","Adaptability, Problem-Solving, Teamwork",,,hh.uz
404,02/02/2025,unknown,Graphic designer,Work,AMERIKA TEXNOLOGIYALAR UNIVERSITETI,Uzbekistan,Tashkent,N/A,"Creative Thinking, Communication, Teamwork",,,hh.uz
405,01/06/2025,unknown,Middle/Senior Node.js  Typescript Backend Developer,Work,PAYME,Uzbekistan,Tashkent,"Git, JavaScript, Mocha, MongoDB, Nginx, Node.js, PostgreSQL, RabbitMQ, TypeScript","Teamwork, Problem-Solving",English,,hh.uz
406,01/31/2025,unknown,Business Analyst at a Digital Innovation Platform,Work,Octobank,Uzbekistan,Tashkent,"Excel, Looker, Power BI, SQL, Tableau","Problem-Solving, Adaptability",,,hh.uz
407,01/07/2025,unknown,UI/UX designer,Work,United IT Company,Uzbekistan,Tashkent,"CorelDRAW, Figma","Communication, Teamwork",Uzbek,10000000.0,hh.uz
408,01/31/2025,unknown,Sales Analyst,Work,ADLER GROUP DISTRIBUTION,Uzbekistan,Tashkent,"Excel, SQL","Analytical Thinking, Problem-Solving, Leadership, Communication, Teamwork, Adaptability, Self-Motivation","English, Uzbek",,hh.uz
409,01/15/2025,unknown,Middle iOS Developer,Work,PAYME,Uzbekistan,Tashkent,Swift,"Teamwork, Problem-Solving, Adaptability, Communication",English,,hh.uz
410,01/16/2025,unknown,Project Administration Specialist in Technology group,Work,«KPMG AUDIT»,Uzbekistan,Tashkent,"Excel, Word","Communication, Problem-Solving, Time-Management","English, Russian, Uzbek",,hh.uz
411,01/31/2025,unknown,Data Analyst,Work,CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,Uzbekistan,Tashkent,"Power BI, Python, R, SQL, Tableau","Analytical Thinking, Problem-Solving, Teamwork, Attention to Detail","English C1, Russian C2, Uzbek",,hh.uz
412,01/24/2025,unknown,Digital designer at IT MedTech,Work,DOCLUB-TV,Uzbekistan,Tashkent,Figma,"Problem-Solving, Communication, Adaptability, Self-Motivation",,6000000.0,hh.uz
413,01/23/2025,unknown,Product Manager Textile,Work,SAG (SAM ANTEP GILAM),Uzbekistan,Tashkent,N/A,,Uzbek,,hh.uz
414,01/15/2025,unknown,IT support engineer 2nd Line,Work,Pervyj Bit,Uzbekistan,Tashkent,AWS,"Problem-Solving, Adaptability, Teamwork, Communication",English,10400000.0,hh.uz
415,01/31/2025,unknown,Project manager,Work,DAILY MAIL,Uzbekistan,Tashkent,N/A,"Problem-Solving, Communication, Teamwork, Adaptability","English, Russian, Uzbek",10000000.0,hh.uz
416,01/10/2025,unknown,Support specialist at Yandex.Taxi with knowledge of Uzbek and Russian languages,Work,Jandeks,Uzbekistan,Tashkent,N/A,"Teamwork, Problem-Solving, Adaptability","Russian C1, Uzbek C2",,hh.uz
417,02/02/2025,unknown,QA engineer for testing mobile applications.,Work,SD Solutions,Uzbekistan,Tashkent,N/A,,Uzbek,,hh.uz
418,01/08/2025,unknown,Graphic designer Graphic designer,Work,KH SMM Agency,Uzbekistan,Samarkand,"Adobe Illustrator, Adobe Photoshop, Figma",,,6500000.0,hh.uz
419,01/30/2025,unknown,"IT teacher for children programming, design",Work,Komp'juternaja Akademija IT STEP,Uzbekistan,Fergana,"Adobe Illustrator, Adobe Photoshop, Python, Unity",,Russian C2,3000000.0,hh.uz
420,01/28/2025,unknown,Investment project manager,Work,Asaxiy.uz,Uzbekistan,Tashkent,N/A,"Leadership, Team Management",,7500000.0,hh.uz
